"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"11599","Marvel",755103,"Professor Grimm (Earth-616)","\/Professor_Grimm_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1949, February","February",1949,1949-02-01
"11600","Marvel",548362,"Prunella Hawkins (Earth-616)","\/Prunella_Hawkins_(Earth-616)","Secret Identity","Bad Characters",NA,"Grey Hair","Female Characters",NA,"Living Characters",1,"1949, January","January",1949,1949-01-01
"11601","Marvel",555908,"Red John (Earth-616)","\/Red_John_(Earth-616)","Public Identity","Bad Characters",NA,"Red Hair","Male Characters",NA,"Deceased Characters",1,"1949, June","June",1949,1949-06-01
"11602","Marvel",554271,"Samson (Biblical) (Earth-616)","\/Samson_(Biblical)_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11603","Marvel",556058,"Satan (Jeff Mace Foe) (Earth-616)","\/Satan_(Jeff_Mace_Foe)_(Earth-616)","Secret Identity","Bad Characters","Red Eyes","Bald","Male Characters",NA,"Living Characters",1,"1949, October","October",1949,1949-10-01
"11604","Marvel",554314,"Scarecrow (Outlaw) (Earth-616)","\/Scarecrow_(Outlaw)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1949, May","May",1949,1949-05-01
"11605","Marvel",556018,"Shuffler (Earth-616)","\/Shuffler_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, August","August",1949,1949-08-01
"11606","Marvel",554280,"Sigmund Adler (Earth-616)","\/Sigmund_Adler_(Earth-616)","Public Identity","Good Characters",NA,"Grey Hair","Male Characters",NA,"Living Characters",1,"1949, May","May",1949,1949-05-01
"11607","Marvel",550361,"Space Monster (Earth-616)","\/Space_Monster_(Earth-616)","Secret Identity","Bad Characters",NA,NA,NA,NA,"Living Characters",1,"1949, February","February",1949,1949-02-01
"11608","Marvel",710056,"Squire Bones (Earth-616)","\/Squire_Bones_(Earth-616)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",1,"1949, January","January",1949,1949-01-01
"11609","Marvel",556016,"Tod Sultan (Earth-616)","\/Tod_Sultan_(Earth-616)","Public Identity","Bad Characters",NA,"Red Hair","Male Characters",NA,"Deceased Characters",1,"1949, August","August",1949,1949-08-01
"11610","Marvel",552864,"Tolan (Earth-616)","\/Tolan_(Earth-616)","No Dual Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11611","Marvel",553823,"Vulture (Outlaw) (Earth-616)","\/Vulture_(Outlaw)_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1949, April","April",1949,1949-04-01
"11612","Marvel",558814,"Belle Raven (Earth-616)","\/Belle_Raven_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1950, June","June",1950,1950-06-01
"11613","Marvel",559799,"Brown Toad (Earth-616)","\/Brown_Toad_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, November","November",1950,1950-11-01
"11614","Marvel",559484,"Crooked Knife (Earth-616)","\/Crooked_Knife_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, November","November",1950,1950-11-01
"11615","Marvel",559054,"Fox (Outlaw) (Earth-616)","\/Fox_(Outlaw)_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1950, June","June",1950,1950-06-01
"11616","Marvel",559482,"Major Tyrell (Earth-616)","\/Major_Tyrell_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1950, November","November",1950,1950-11-01
"11617","Marvel",557955,"Marvin Klee (Earth-616)","\/Marvin_Klee_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1950, May","May",1950,1950-05-01
"11618","Marvel",560537,"Michael Templar (Earth-616)","\/Michael_Templar_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1950, November","November",1950,1950-11-01
"11619","Marvel",557936,"Ox (American Frontier) (Earth-616)","\/Ox_(American_Frontier)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, May","May",1950,1950-05-01
"11620","Marvel",560541,"Professor Buffanoff (Earth-616)","\/Professor_Buffanoff_(Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, November","November",1950,1950-11-01
"11621","Marvel",557873,"Professor Chalis (Earth-616)","\/Professor_Chalis_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, March","March",1950,1950-03-01
"11622","Marvel",557855,"Red Wolf (American Frontier) (Earth-616)","\/Red_Wolf_(American_Frontier)_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1950, February","February",1950,1950-02-01
"11623","Marvel",240412,"Whip Wilson (Earth-616)","\/Whip_Wilson_(Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",1,"1950, April","April",1950,1950-04-01
"11624","Marvel",557961,"Zoroba (Earth-616)","\/Zoroba_(Earth-616)","No Dual Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1950, May","May",1950,1950-05-01
"11625","Marvel",575597,"Adonis (Earth-616)","\/Adonis_(Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1951, June","June",1951,1951-06-01
"11626","Marvel",578458,"Black Cougar (Earth-616)","\/Black_Cougar_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1951, September","September",1951,1951-09-01
"11627","Marvel",577511,"Brag Beaver (Earth-616)","\/Brag_Beaver_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1951, July","July",1951,1951-07-01
"11628","Marvel",572948,"Creeping Death (Earth-616)","\/Creeping_Death_(Earth-616)","Public Identity","Bad Characters",NA,NA,NA,NA,"Deceased Characters",1,"1951, April","April",1951,1951-04-01
"11629","Marvel",575627,"Flint Shearing (Earth-616)","\/Flint_Shearing_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1951, July","July",1951,1951-07-01
"11630","Marvel",575572,"Franz Heinrich (Earth-616)","\/Franz_Heinrich_(Earth-616)","Public Identity",NA,NA,"Bald","Male Characters",NA,"Living Characters",1,"1951, June","June",1951,1951-06-01
"11631","Marvel",564059,"Harry Snedly (Earth-616)","\/Harry_Snedly_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1951, February","February",1951,1951-02-01
"11632","Marvel",572652,"Howling Wolf (Earth-616)","\/Howling_Wolf_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1951, January","January",1951,1951-01-01
"11633","Marvel",577778,"Jerome Lenz (Earth-616)","\/Jerome_Lenz_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1951, August","August",1951,1951-08-01
"11634","Marvel",584028,"Jimmy Rogers (Earth-616)","\/Jimmy_Rogers_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1951, December","December",1951,1951-12-01
"11635","Marvel",572941,"John Dark (Earth-616)","\/John_Dark_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1951, April","April",1951,1951-04-01
"11636","Marvel",577681,"Madame la Morte (Earth-616)","\/Madame_la_Morte_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Deceased Characters",1,"1951, June","June",1951,1951-06-01
"11637","Marvel",573954,"Marquis de Lassus (Earth-616)","\/Marquis_de_Lassus_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1951, May","May",1951,1951-05-01
"11638","Marvel",564270,"Marvo (Earth-616)","\/Marvo_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1951, February","February",1951,1951-02-01
"11639","Marvel",579768,"Mister Natas (Earth-616)","\/Mister_Natas_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1951, October","October",1951,1951-10-01
"11640","Marvel",577668,"Omar Khayam Rasch (Earth-616)","\/Omar_Khayam_Rasch_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1951, April","April",1951,1951-04-01
"11641","Marvel",577879,"Orion Rex (Earth-616)","\/Orion_Rex_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1951, August","August",1951,1951-08-01
"11642","Marvel",572748,"Ossawa (Earth-616)","\/Ossawa_(Earth-616)","Public Identity","Bad Characters",NA,NA,"Female Characters",NA,"Deceased Characters",1,"1951, March","March",1951,1951-03-01
"11643","Marvel",572812,"Phantom of Massacre Gulch (Tully) (Earth-616)","\/Phantom_of_Massacre_Gulch_(Tully)_(Earth-616)","Secret Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1951, March","March",1951,1951-03-01
"11644","Marvel",577508,"Phantom Rider (Carson) (Earth-616)","\/Phantom_Rider_(Carson)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1951, July","July",1951,1951-07-01
"11645","Marvel",577786,"Professor Zorsky (Earth-616)","\/Professor_Zorsky_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1951, August","August",1951,1951-08-01
"11646","Marvel",575587,"Raoul Hamud (Earth-616)","\/Raoul_Hamud_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1951, June","June",1951,1951-06-01
"11647","Marvel",577883,"Serpent (1950s) (Earth-616)","\/Serpent_(1950s)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Deceased Characters",1,"1951, August","August",1951,1951-08-01
"11648","Marvel",298178,"Sylvia Corpo (Earth-616)","\/Sylvia_Corpo_(Earth-616)","Public Identity","Bad Characters",NA,NA,"Female Characters",NA,"Deceased Characters",1,"1951, October","October",1951,1951-10-01
"11649","Marvel",589783,"Box of Doom (Earth-616)","\/Box_of_Doom_(Earth-616)","Secret Identity","Bad Characters",NA,NA,NA,NA,"Deceased Characters",1,"1952, April","April",1952,1952-04-01
"11650","Marvel",589778,"Demon from the Deep (Earth-616)","\/Demon_from_the_Deep_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1952, April","April",1952,1952-04-01
"11651","Marvel",595338,"Don Jose Del Iturbide (Earth-616)","\/Don_Jose_Del_Iturbide_(Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1952, December","December",1952,1952-12-01
"11652","Marvel",584717,"Jasper Sandstorm (Earth-616)","\/Jasper_Sandstorm_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",1,"1952, January","January",1952,1952-01-01
"11653","Marvel",595343,"Natchez Nate (Earth-616)","\/Natchez_Nate_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1952, December","December",1952,1952-12-01
"11654","Marvel",46812,"Rhode (Earth-616)","\/Rhode_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Female Characters",NA,"Living Characters",1,"1952, February","February",1952,1952-02-01
"11655","Marvel",593382,"Simon Leech (Earth-616)","\/Simon_Leech_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1952, July","July",1952,1952-07-01
"11656","Marvel",604365,"Black Ogre (Earth-616)","\/Black_Ogre_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",1,"1953, April","April",1953,1953-04-01
"11657","Marvel",611504,"Devil of the Lagoon (Earth-616)","\/Devil_of_the_Lagoon_(Earth-616)","Public Identity","Bad Characters",NA,NA,NA,NA,"Deceased Characters",1,"1953, December","December",1953,1953-12-01
"11658","Marvel",610878,"Hatchet Haines (Earth-616)","\/Hatchet_Haines_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1953, November","November",1953,1953-11-01
"11659","Marvel",248592,"Marty Mallen (Earth-616)","\/Marty_Mallen_(Earth-616)",NA,"Bad Characters","Black Eyes",NA,"Male Characters",NA,"Living Characters",1,"1953, April","April",1953,1953-04-01
"11660","Marvel",606887,"Numa (Earth-616)","\/Numa_(Earth-616)","No Dual Identity",NA,NA,NA,"Male Characters",NA,"Living Characters",1,"1953, July","July",1953,1953-07-01
"11661","Marvel",611508,"Rudy Rudolph (Earth-616)","\/Rudy_Rudolph_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Grey Hair","Male Characters",NA,"Living Characters",1,"1953, December","December",1953,1953-12-01
"11662","Marvel",604394,"Shang-Ti (Earth-616)","\/Shang-Ti_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",1,"1953, May","May",1953,1953-05-01
"11663","Marvel",246372,"Terrance Logan (Earth-616)","\/Terrance_Logan_(Earth-616)",NA,NA,NA,"Bald","Male Characters",NA,"Living Characters",1,"1953, August","August",1953,1953-08-01
"11664","Marvel",604329,"Tiger of Tokchon (Earth-616)","\/Tiger_of_Tokchon_(Earth-616)","Public Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1953, April","April",1953,1953-04-01
"11665","Marvel",611491,"Toto (Earth-616)","\/Toto_(Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1953, December","December",1953,1953-12-01
"11666","Marvel",606907,"Ukaki (Earth-616)","\/Ukaki_(Earth-616)","Secret Identity",NA,NA,NA,NA,NA,"Living Characters",1,"1953, July","July",1953,1953-07-01
"11667","Marvel",625814,"Bloody Mary (Earth-616)","\/Bloody_Mary_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1954, April","April",1954,1954-04-01
"11668","Marvel",554627,"Crow Kessler (Earth-616)","\/Crow_Kessler_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",1,"1954, January","January",1954,1954-01-01
"11669","Marvel",755108,"Dan Carlisle (Earth-616)","\/Dan_Carlisle_(Earth-616)","No Dual Identity",NA,"Blue Eyes","Brown Hair","Male Characters",NA,"Living Characters",1,"1954, April","April",1954,1954-04-01
"11670","Marvel",630795,"Dawn Star (Earth-616)","\/Dawn_Star_(Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Female Characters",NA,"Deceased Characters",1,"1954, August","August",1954,1954-08-01
"11671","Marvel",755112,"Dean Prentiss (Earth-616)","\/Dean_Prentiss_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1954, June","June",1954,1954-06-01
"11672","Marvel",623732,"Doctor Markov (Earth-616)","\/Doctor_Markov_(Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1954, February","February",1954,1954-02-01
"11673","Marvel",710075,"Elmer (Earth-616)","\/Elmer_(Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",NA,"Living Characters",1,"1954, August","August",1954,1954-08-01
"11674","Marvel",626717,"Fang (Snake) (Earth-616)","\/Fang_(Snake)_(Earth-616)","Public Identity","Bad Characters",NA,NA,NA,NA,"Deceased Characters",1,"1954, May","May",1954,1954-05-01
"11675","Marvel",637889,"Flame Witch (Earth-616)","\/Flame_Witch_(Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",NA,"Living Characters",1,"1954, December","December",1954,1954-12-01
"11676","Marvel",624324,"Gau (Earth-616)","\/Gau_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1954, March","March",1954,1954-03-01
"11677","Marvel",628631,"Ghost of the Antarctic (Earth-616)","\/Ghost_of_the_Antarctic_(Earth-616)","Secret Identity",NA,NA,NA,"Female Characters",NA,"Living Characters",1,"1954, June","June",1954,1954-06-01
"11678","Marvel",488902,"Green Dragon (Earth-616)","\/Green_Dragon_(Earth-616)","Public Identity",NA,"Black Eyes",NA,"Male Characters",NA,"Living Characters",1,"1954, September","September",1954,1954-09-01
"11679","Marvel",630441,"Hangnam Hannah (Earth-616)","\/Hangnam_Hannah_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1954, August","August",1954,1954-08-01
